id,prefixe,type_entite1,infixe,type_entite2,suffixe,expression_complete
2251,emmanueliii au,NOUN,,ADJ,de Racconigi en,emmanueliii au [NOUN]  [ADJ] de Racconigi en
2252,,NOUN,avec le,NOUN,disponible dans," [NOUN] avec le [NOUN] disponible dans"
2253,,ADJ,,NOUN,auprès de," [ADJ]  [NOUN] auprès de"
2254,être inédit par,NOUN,à le,NOUN,italien,être inédit par [NOUN] à le [NOUN] italien
2255,,NOUN,,ADJ,masque," [NOUN]  [ADJ] masque"
2256,partir de quatre,NOUN,le,NOUN,,"partir de quatre [NOUN] le [NOUN] "
2257,à,NOUN,,NOUN,,"à [NOUN]  [NOUN] "
2258,,NOUN,traditionnel de le,NOUN,," [NOUN] traditionnel de le [NOUN] "
2259,,NOUN,,ADJ,de couleur orangé," [NOUN]  [ADJ] de couleur orangé"
2260,fromage crémeux de,NOUN,,ADJ,,"fromage crémeux de [NOUN]  [ADJ] "
2261,,NOUN,,PROPN,en Chine," [NOUN]  [PROPN] en Chine"
2262,,NOUN,Han en,PROPN,," [NOUN] Han en [PROPN] "
2263,un de,NOUN,de le,NOUN,traditionnel chinois,un de [NOUN] de le [NOUN] traditionnel chinois
2264,,NOUN,,ADJ,newar se," [NOUN]  [ADJ] newar se"
2265,XVIIesiècle à,PROPN,au,PROPN,,"XVIIesiècle à [PROPN] au [PROPN] "
2266,,NOUN,de,NOUN,à base de," [NOUN] de [NOUN] à base de"
2267,,NOUN,de,NOUN,de yack," [NOUN] de [NOUN] de yack"
2268,en général de,NOUN,,ADJ,,"en général de [NOUN]  [ADJ] "
2269,,NOUN,de,PROPN,central," [NOUN] de [PROPN] central"
2270,,NOUN,,ADJ,en vitamine," [NOUN]  [ADJ] en vitamine"
2271,,NOUN,,ADJ,parfumer à," [NOUN]  [ADJ] parfumer à"
2272,,NOUN,fin,ADJ,à," [NOUN] fin [ADJ] à"
2273,de farce à,NOUN,,ADJ,tel,de farce à [NOUN]  [ADJ] tel
2274,,NOUN,très,ADJ,grâce à," [NOUN] très [ADJ] grâce à"
2275,,ADJ,,NOUN,de Maghreb," [ADJ]  [NOUN] de Maghreb"
2276,,NOUN,,ADJ,to tiff," [NOUN]  [ADJ] to tiff"
2277,de,ADJ,,NOUN,de,de [ADJ]  [NOUN] de
2278,,NOUN,de,NOUN,pour le," [NOUN] de [NOUN] pour le"
2279,dabba à,NOUN,de,NOUN,de,dabba à [NOUN] de [NOUN] de
2280,à employé de,NOUN,de le,NOUN,depuis,à employé de [NOUN] de le [NOUN] depuis
2281,,ADJ,,PROPN,," [ADJ]  [PROPN] "
2282,ensemble de,NOUN,,ADJ,de Europe de,ensemble de [NOUN]  [ADJ] de Europe de
2283,plat traditionnel de,PROPN,de le,NOUN,,"plat traditionnel de [PROPN] de le [NOUN] "
2284,,NOUN,,ADJ,sucrer," [NOUN]  [ADJ] sucrer"
2285,,NOUN,typique de le,NOUN,toscan," [NOUN] typique de le [NOUN] toscan"
2286,autre,NOUN,,ADJ,de,autre [NOUN]  [ADJ] de
2287,autre,NOUN,typique de le,NOUN,toscan pauvre,autre [NOUN] typique de le [NOUN] toscan pauvre
2288,ajout obligatoire de,NOUN,de,NOUN,noir,ajout obligatoire de [NOUN] de [NOUN] noir
2289,,NOUN,de,NOUN,de haricot borlotti," [NOUN] de [NOUN] de haricot borlotti"
2290,utilisation de,NOUN,,ADJ,comme,utilisation de [NOUN]  [ADJ] comme
2291,filet de,NOUN,de,NOUN,,"filet de [NOUN] de [NOUN] "
2292,,NOUN,finlandais de,NOUN,," [NOUN] finlandais de [NOUN] "
2293,,NOUN,rayonnant de un,NOUN,ouvert," [NOUN] rayonnant de un [NOUN] ouvert"
2294,être servir comme,NOUN,de,NOUN,,"être servir comme [NOUN] de [NOUN] "
2295,déguster traditionnellement au,NOUN,,ADJ,,"déguster traditionnellement au [NOUN]  [ADJ] "
2296,,NOUN,de,NOUN,humain," [NOUN] de [NOUN] humain"
2297,santé de,NOUN,,ADJ,,"santé de [NOUN]  [ADJ] "
2298,,ADJ,,NOUN,de beignet en," [ADJ]  [NOUN] de beignet en"
2299,de beignet de,NOUN,de,NOUN,,"de beignet de [NOUN] de [NOUN] "
2300,dater de,NOUN,,NOUN,,"dater de [NOUN]  [NOUN] "
2301,,NOUN,de le,NOUN,malaisien de Perak," [NOUN] de le [NOUN] malaisien de Perak"
2302,,NOUN,de,NOUN,de Malaisie," [NOUN] de [NOUN] de Malaisie"
2303,confiserie de,NOUN,,ADJ,,"confiserie de [NOUN]  [ADJ] "
2304,de,NOUN,de,NOUN,de maïs,de [NOUN] de [NOUN] de maïs
2305,Housewife' s,PROPN,,NOUN,de,Housewife' s [PROPN]  [NOUN] de
2306,résultat de,NOUN,de,NOUN,,"résultat de [NOUN] de [NOUN] "
2307,,ADJ,,NOUN,de pâte," [ADJ]  [NOUN] de pâte"
2308,de,NOUN,de,NOUN,de terre,de [NOUN] de [NOUN] de terre
2309,de purée de,NOUN,de,NOUN,,"de purée de [NOUN] de [NOUN] "
2310,être similaire à,ADJ,,ADJ,,"être similaire à [ADJ]  [ADJ] "
2311,à,NOUN,ou tortellini,ADJ,,"à [NOUN] ou tortellini [ADJ] "
2312,,ADJ,,NOUN,juif," [ADJ]  [NOUN] juif"
2313,,NOUN,,ADJ,japonais de," [NOUN]  [ADJ] japonais de"
2314,60 à 90,NOUN,de,NOUN,,"60 à 90 [NOUN] de [NOUN] "
2315,de,NOUN,,ADJ,de,de [NOUN]  [ADJ] de
2316,,NOUN,,NOUN,de États-Unis pour," [NOUN]  [NOUN] de États-Unis pour"
2317,,NOUN,armée de,PROPN,pour," [NOUN] armée de [PROPN] pour"
2318,,NOUN,de campagne au,NOUN,de," [NOUN] de campagne au [NOUN] de"
2319,,NOUN,,ADJ,quand," [NOUN]  [ADJ] quand"
2320,,NOUN,chaud quand un,NOUN,de campagne ne," [NOUN] chaud quand un [NOUN] de campagne ne"
2321,,NOUN,,ADJ,de Macédoine," [NOUN]  [ADJ] de Macédoine"
2322,,NOUN,,ADJ,jusque à ce," [NOUN]  [ADJ] jusque à ce"
2323,mélanger à,NOUN,,ADJ,,"mélanger à [NOUN]  [ADJ] "
2324,,NOUN,japonais composer de,NOUN,cru," [NOUN] japonais composer de [NOUN] cru"
2325,japonais composer de,NOUN,,ADJ,,"japonais composer de [NOUN]  [ADJ] "
2326,mariner dans de,NOUN,de,NOUN,,"mariner dans de [NOUN] de [NOUN] "
2327,être façonner en,NOUN,,ADJ,,"être façonner en [NOUN]  [ADJ] "
2328,fortement associer au,PROPN,de,PROPN,,"fortement associer au [PROPN] de [PROPN] "
2329,où de,NOUN,,ADJ,,"où de [NOUN]  [ADJ] "
2330,avoir jeter de,NOUN,de,NOUN,,"avoir jeter de [NOUN] de [NOUN] "
2331,,NOUN,de leur,NOUN,," [NOUN] de leur [NOUN] "
2332,,NOUN,de,PROPN,en Iran," [NOUN] de [PROPN] en Iran"
2333,province de,PROPN,en,PROPN,,"province de [PROPN] en [PROPN] "
2334,,NOUN,à,NOUN,doux en," [NOUN] à [NOUN] doux en"
2335,,ADJ,,NOUN,de glace en," [ADJ]  [NOUN] de glace en"
2336,en rajouter de,NOUN,de,NOUN,,"en rajouter de [NOUN] de [NOUN] "
2337,de,NOUN,de,NOUN,aigre,de [NOUN] de [NOUN] aigre
2338,,NOUN,,ADJ,de poisson," [NOUN]  [ADJ] de poisson"
2339,,NOUN,japonais de,NOUN,," [NOUN] japonais de [NOUN] "
2340,être inventer par,PROPN,Falardeau,NOUN,de camilien Houde,être inventer par [PROPN] Falardeau [NOUN] de camilien Houde
2341,camilien Houde alors,NOUN,de,PROPN,,"camilien Houde alors [NOUN] de [PROPN] "
2342,,NOUN,,ADJ,de pouding chômeur," [NOUN]  [ADJ] de pouding chômeur"
2343,quatre,NOUN,originel de le,NOUN,,"quatre [NOUN] originel de le [NOUN] "
2344,de,NOUN,,ADJ,au Québec,de [NOUN]  [ADJ] au Québec
2345,souvent accompagner de,NOUN,,ADJ,,"souvent accompagner de [NOUN]  [ADJ] "
2346,être saupoudrer de,NOUN,en,NOUN,,"être saupoudrer de [NOUN] en [NOUN] "
2347,être celui au,NOUN,de,NOUN,,"être celui au [NOUN] de [NOUN] "
2348,,NOUN,par de,NOUN,de érable," [NOUN] par de [NOUN] de érable"
2349,cassonade par de,NOUN,de,NOUN,,"cassonade par de [NOUN] de [NOUN] "
2350,,NOUN,de érabl le,NOUN,," [NOUN] de érabl le [NOUN] "
2351,,NOUN,au,NOUN,de érabl," [NOUN] au [NOUN] de érabl"
2352,goût de,NOUN,encore plus,ADJ,,"goût de [NOUN] encore plus [ADJ] "
2353,,NOUN,frais au,NOUN,," [NOUN] frais au [NOUN] "
2354,,NOUN,intérieur de un,NOUN,en argile," [NOUN] intérieur de un [NOUN] en argile"
2355,autre,NOUN,de le,PROPN,,"autre [NOUN] de le [PROPN] "
2356,de,NOUN,de le,PROPN,,"de [NOUN] de le [PROPN] "
2357,,NOUN,,PROPN,ne," [NOUN]  [PROPN] ne"
2358,,NOUN,,NOUN,communal," [NOUN]  [NOUN] communal"
2359,gril alimenter au,NOUN,de,NOUN,,"gril alimenter au [NOUN] de [NOUN] "
2360,,NOUN,de,NOUN,présent dans," [NOUN] de [NOUN] présent dans"
2361,autre,NOUN,de,NOUN,tandoor,autre [NOUN] de [NOUN] tandoor
2362,,ADJ,,NOUN,de conservation," [ADJ]  [NOUN] de conservation"
2363,,NOUN,,ADJ,d," [NOUN]  [ADJ] d"
2364,,NOUN,,ADJ,polycyclique," [NOUN]  [ADJ] polycyclique"
2365,être de 720,NOUN,par,NOUN,,"être de 720 [NOUN] par [NOUN] "
2366,"varier de 10,3",NOUN,"à 11,5",NOUN,,"varier de 10,3 [NOUN] à 11,5 [NOUN] "
2367,,NOUN,,ADJ,de confiserie finlandais," [NOUN]  [ADJ] de confiserie finlandais"
2368,,NOUN,finlandais,PROPN,," [NOUN] finlandais [PROPN] "
2369,vendre en petit,NOUN,en,NOUN,avec,vendre en petit [NOUN] en [NOUN] avec
2370,aussi ajouter deux,ADJ,,NOUN,de pantteri,aussi ajouter deux [ADJ]  [NOUN] de pantteri
2371,,NOUN,,ADJ,au lait," [NOUN]  [ADJ] au lait"
2372,,NOUN,allemand au,NOUN,," [NOUN] allemand au [NOUN] "
2373,,NOUN,de le,NOUN,de Berne en," [NOUN] de le [NOUN] de Berne en"
2374,,NOUN,de Berne en,PROPN,," [NOUN] de Berne en [PROPN] "
2375,lors de,NOUN,de,NOUN,,"lors de [NOUN] de [NOUN] "
2376,,NOUN,emblématique de le,NOUN,cubain," [NOUN] emblématique de le [NOUN] cubain"
2377,,NOUN,de,NOUN,de moro y," [NOUN] de [NOUN] de moro y"
2378,être originaire de,NOUN,,NOUN,de Caraïbes,être originaire de [NOUN]  [NOUN] de Caraïbes
2379,,PROPN,,ADJ,au moyen âge," [PROPN]  [ADJ] au moyen âge"
2380,à base de,NOUN,,ADJ,alors,à base de [NOUN]  [ADJ] alors
2381,,NOUN,glycémique plus,ADJ,," [NOUN] glycémique plus [ADJ] "
2382,,ADJ,,NOUN,de chicharrón," [ADJ]  [NOUN] de chicharrón"
2383,sorte de gros,NOUN,,ADJ,de 10 cm,sorte de gros [NOUN]  [ADJ] de 10 cm
2384,poêler sur,NOUN,,ADJ,,"poêler sur [NOUN]  [ADJ] "
2385,,NOUN,et anecdote en,NOUN,avec," [NOUN] et anecdote en [NOUN] avec"
2386,,NOUN,,ADJ,portugais à base," [NOUN]  [ADJ] portugais à base"
2387,différent,NOUN,,ADJ,,"différent [NOUN]  [ADJ] "
2388,,ADJ,,NOUN,de açorda," [ADJ]  [NOUN] de açorda"
2389,très ancien,NOUN,de,NOUN,tremper condimenté,très ancien [NOUN] de [NOUN] tremper condimenté
2390,ancien préparation de,NOUN,,ADJ,condimenté,ancien préparation de [NOUN]  [ADJ] condimenté
2391,,ADJ,,NOUN,de plat à," [ADJ]  [NOUN] de plat à"
2392,saucé tremper de,NOUN,de,NOUN,dur,saucé tremper de [NOUN] de [NOUN] dur
2393,premier,NOUN,en,NOUN,dans,premier [NOUN] en [NOUN] dans
2394,,NOUN,portugais,ADJ,comer de gent," [NOUN] portugais [ADJ] comer de gent"
2395,faire de,NOUN,,ADJ,,"faire de [NOUN]  [ADJ] "
2396,,NOUN,à,NOUN,de viande," [NOUN] à [NOUN] de viande"
2397,eau à,NOUN,de,NOUN,,"eau à [NOUN] de [NOUN] "
2398,à bouillon de,NOUN,,NOUN,,"à bouillon de [NOUN]  [NOUN] "
2399,,NOUN,,ADJ,de canton de," [NOUN]  [ADJ] de canton de"
2400,plat traditionnel de,NOUN,de Vaud en,PROPN,,"plat traditionnel de [NOUN] de Vaud en [PROPN] "
2401,jusque au,ADJ,,NOUN,relativement onéreux,jusque au [ADJ]  [NOUN] relativement onéreux
2402,,NOUN,à,NOUN,ne," [NOUN] à [NOUN] ne"
2403,premier,NOUN,de,NOUN,de octobre,premier [NOUN] de [NOUN] de octobre
2404,premier vendredi de,NOUN,de,NOUN,,"premier vendredi de [NOUN] de [NOUN] "
2405,,NOUN,de,NOUN,contemporain," [NOUN] de [NOUN] contemporain"
2406,,NOUN,de,NOUN,manuscrit de Charleston," [NOUN] de [NOUN] manuscrit de Charleston"
2407,,NOUN,de cuisine,NOUN,de Charleston," [NOUN] de cuisine [NOUN] de Charleston"
2408,qui utiliser deux,NOUN,de,NOUN,pour,qui utiliser deux [NOUN] de [NOUN] pour
2409,,NOUN,of Cookery de,PROPN,Briggs," [NOUN] of Cookery de [PROPN] Briggs"
2410,,NOUN,avec un,NOUN,tel," [NOUN] avec un [NOUN] tel"
2411,liquide de,NOUN,,ADJ,,"liquide de [NOUN]  [ADJ] "
2412,,NOUN,de,NOUN,comestible," [NOUN] de [NOUN] comestible"
2413,espèce de,NOUN,,ADJ,,"espèce de [NOUN]  [ADJ] "
2414,employer aussi de,NOUN,,ADJ,dans,employer aussi de [NOUN]  [ADJ] dans
2415,,NOUN,de un,NOUN,à champignon," [NOUN] de un [NOUN] à champignon"
2416,être constituer de,NOUN,,ADJ,,"être constituer de [NOUN]  [ADJ] "
2417,,NOUN,de,NOUN,blanc," [NOUN] de [NOUN] blanc"
2418,,NOUN,manufacturé à,PROPN,par," [NOUN] manufacturé à [PROPN] par"
2419,,NOUN,,ADJ,foncé," [NOUN]  [ADJ] foncé"
2420,couleur,ADJ,,ADJ,,"couleur [ADJ]  [ADJ] "
2421,,NOUN,circulaire à,NOUN,plat," [NOUN] circulaire à [NOUN] plat"
2422,récipient circulaire à,NOUN,,ADJ,,"récipient circulaire à [NOUN]  [ADJ] "
2423,traditionnel être en,NOUN,de,NOUN,,"traditionnel être en [NOUN] de [NOUN] "
2424,mélange avec de,NOUN,de,NOUN,,"mélange avec de [NOUN] de [NOUN] "
2425,très vieux,NOUN,,ADJ,originaire de Normandie,très vieux [NOUN]  [ADJ] originaire de Normandie
2426,très vieux,NOUN,culinaire,ADJ,de Normandie,très vieux [NOUN] culinaire [ADJ] de Normandie
2427,poids en,NOUN,,ADJ,avec de,poids en [NOUN]  [ADJ] avec de
2428,y ajouter de,NOUN,de,NOUN,,"y ajouter de [NOUN] de [NOUN] "
2429,considérer comme le,NOUN,,ADJ,gabonais,considérer comme le [NOUN]  [ADJ] gabonais
2430,très connaître dans,ADJ,le,NOUN,de,très connaître dans [ADJ] le [NOUN] de
2431,être identique en,NOUN,,NOUN,,"être identique en [NOUN]  [NOUN] "
2432,être identique en,NOUN,lingala en,PROPN,,"être identique en [NOUN] lingala en [PROPN] "
2433,de moambe au,NOUN,,ADJ,à celui,de moambe au [NOUN]  [ADJ] à celui
2434,nombreux,NOUN,particulièrement le,NOUN,,"nombreux [NOUN] particulièrement le [NOUN] "
2435,plat originaire de,NOUN,de le,PROPN,,"plat originaire de [NOUN] de le [PROPN] "
2436,en,ADJ,,NOUN,,"en [ADJ]  [NOUN] "
2437,,NOUN,de,NOUN,préalablement huiler," [NOUN] de [NOUN] préalablement huiler"
2438,lui,NOUN,de petit,NOUN,de,lui [NOUN] de petit [NOUN] de
2439,lui forme de,ADJ,,NOUN,de,lui forme de [ADJ]  [NOUN] de
2440,être enfourner à,ADJ,,NOUN,,"être enfourner à [ADJ]  [NOUN] "
2441,,NOUN,de,NOUN,afin de en," [NOUN] de [NOUN] afin de en"
2442,deux cuillère à,NOUN,de,NOUN,,"deux cuillère à [NOUN] de [NOUN] "
2443,à deux,NOUN,à,NOUN,de huile,à deux [NOUN] à [NOUN] de huile
2444,,NOUN,de le,NOUN,Jésus," [NOUN] de le [NOUN] Jésus"
2445,au,NOUN,comme au,NOUN,,"au [NOUN] comme au [NOUN] "
2446,servir parfois au,ADJ,,NOUN,,"servir parfois au [ADJ]  [NOUN] "
2447,parfois au petit,NOUN,,PROPN,,"parfois au petit [NOUN]  [PROPN] "
2448,en complément de,NOUN,au,NOUN,,"en complément de [NOUN] au [NOUN] "
2449,,NOUN,de,NOUN,phyllo beurré," [NOUN] de [NOUN] phyllo beurré"
2450,de plus,ADJ,,NOUN,de épinard,de plus [ADJ]  [NOUN] de épinard
2451,,NOUN,,ADJ,italien," [NOUN]  [ADJ] italien"
2452,pâte être de,NOUN,,ADJ,après,pâte être de [NOUN]  [ADJ] après
2453,peu de,NOUN,de,NOUN,,"peu de [NOUN] de [NOUN] "
2454,de tofu au,NOUN,de,NOUN,,"de tofu au [NOUN] de [NOUN] "
2455,au,NOUN,,NOUN,de algérie,au [NOUN]  [NOUN] de algérie
2456,en dialecte,ADJ,ce,NOUN,,"en dialecte [ADJ] ce [NOUN] "
2457,,NOUN,,ADJ,soudanais originaire de," [NOUN]  [ADJ] soudanais originaire de"
2458,,NOUN,de,NOUN,avec ghee," [NOUN] de [NOUN] avec ghee"
2459,être couper en,ADJ,,NOUN,,"être couper en [ADJ]  [NOUN] "
2460,,NOUN,à,NOUN,de jus de," [NOUN] à [NOUN] de jus de"
2461,cuillère à,NOUN,de,NOUN,de citron avant,cuillère à [NOUN] de [NOUN] de citron avant
2462,à café de,NOUN,de,NOUN,avant de,à café de [NOUN] de [NOUN] avant de
2463,être garnir de,NOUN,,ADJ,séché,être garnir de [NOUN]  [ADJ] séché
2464,,NOUN,,ADJ,traditionnel espagnol de," [NOUN]  [ADJ] traditionnel espagnol de"
2465,,NOUN,emblématique,ADJ,," [NOUN] emblématique [ADJ] "
2466,ancien,ADJ,paël,NOUN,ancien,ancien [ADJ] paël [NOUN] ancien
2467,,NOUN,principal de le,NOUN,," [NOUN] principal de le [NOUN] "
2468,,NOUN,,ADJ,de fête familial," [NOUN]  [ADJ] de fête familial"
2469,faire cuire au,NOUN,de,NOUN,de riz de,faire cuire au [NOUN] de [NOUN] de riz de
2470,de bois de,NOUN,de,NOUN,de,de bois de [NOUN] de [NOUN] de
2471,,NOUN,de,NOUN,de conseil de," [NOUN] de [NOUN] de conseil de"
2472,liste de,NOUN,de le,NOUN,,"liste de [NOUN] de le [NOUN] "
2473,,NOUN,,ADJ,de puriste," [NOUN]  [ADJ] de puriste"
2474,en plus de,NOUN,de,NOUN,ci,en plus de [NOUN] de [NOUN] ci
2475,élément de différent,NOUN,de,PROPN,,"élément de différent [NOUN] de [PROPN] "
2476,travers de,NOUN,ou poitrine de,NOUN,,"travers de [NOUN] ou poitrine de [NOUN] "
2477,,NOUN,,NOUN,végétalien," [NOUN]  [NOUN] végétalien"
2478,,NOUN,avec un,NOUN,demi-long perler," [NOUN] avec un [NOUN] demi-long perler"
2479,transmission de,NOUN,de,NOUN,,"transmission de [NOUN] de [NOUN] "
2480,,NOUN,,ADJ,inférieur à 5millimètres," [NOUN]  [ADJ] inférieur à 5millimètres"
2481,,ADJ,,NOUN,culinaire," [ADJ]  [NOUN] culinaire"
2482,,NOUN,de,NOUN,de basse-cour," [NOUN] de [NOUN] de basse-cour"
2483,viande de,NOUN,de,PROPN,,"viande de [NOUN] de [PROPN] "
2484,de très,ADJ,,NOUN,blanc,de très [ADJ]  [NOUN] blanc
2485,de très gros,NOUN,,ADJ,,"de très gros [NOUN]  [ADJ] "
2486,,ADJ,,NOUN,de champ," [ADJ]  [NOUN] de champ"
2487,,NOUN,,ADJ,de riz," [NOUN]  [ADJ] de riz"
2488,croûte former au,NOUN,de,NOUN,de paella,croûte former au [NOUN] de [NOUN] de paella
2489,au fond de,NOUN,de,NOUN,,"au fond de [NOUN] de [NOUN] "
2490,merveille de,NOUN,de le,PROPN,,"merveille de [NOUN] de le [PROPN] "
2491,,NOUN,bien,ADJ,de beignet tandis," [NOUN] bien [ADJ] de beignet tandis"
2492,,NOUN,,ADJ,beignet," [NOUN]  [ADJ] beignet"
2493,,ADJ,,NOUN,de Pantagruel," [ADJ]  [NOUN] de Pantagruel"
2494,,NOUN,de le,NOUN,lyonnais," [NOUN] de le [NOUN] lyonnais"
2495,,ADJ,,NOUN,au blanc," [ADJ]  [NOUN] au blanc"
2496,,NOUN,,NOUN,sec," [NOUN]  [NOUN] sec"
2497,de supplément au,NOUN,de le,NOUN,français,de supplément au [NOUN] de le [NOUN] français
2498,au,NOUN,,ADJ,,"au [NOUN]  [ADJ] "
2499,,NOUN,un,NOUN,de boule dans," [NOUN] un [NOUN] de boule dans"
2500,,PROPN,,ADJ,qui se," [PROPN]  [ADJ] qui se"
2501,,NOUN,,ADJ,afin de se," [NOUN]  [ADJ] afin de se"
2502,,NOUN,gras,NOUN,de cuisson," [NOUN] gras [NOUN] de cuisson"
2503,époque de,NOUN,,ADJ,,"époque de [NOUN]  [ADJ] "
2504,,NOUN,de,NOUN,en plein vent," [NOUN] de [NOUN] en plein vent"
2505,de bugne en,ADJ,,NOUN,,"de bugne en [ADJ]  [NOUN] "
2506,,ADJ,,NOUN,ardéchois de," [ADJ]  [NOUN] ardéchois de"
2507,,ADJ,,NOUN,en Europe où," [ADJ]  [NOUN] en Europe où"
2508,nombreux,NOUN,en,PROPN,où il,nombreux [NOUN] en [PROPN] où il
2509,,ADJ,,NOUN,de variante," [ADJ]  [NOUN] de variante"
2510,,NOUN,de,PROPN,par exemple," [NOUN] de [PROPN] par exemple"
2511,brioche à,NOUN,,ADJ,,"brioche à [NOUN]  [ADJ] "
2512,bonbon artisanal de,NOUN,,ADJ,,"bonbon artisanal de [NOUN]  [ADJ] "
2513,trouver également en,PROPN,,ADJ,dans,trouver également en [PROPN]  [ADJ] dans
2514,,NOUN,de,NOUN,de Amérique central," [NOUN] de [NOUN] de Amérique central"
2515,cuisine de,NOUN,de,PROPN,central,cuisine de [NOUN] de [PROPN] central
2516,même,NOUN,,ADJ,,"même [NOUN]  [ADJ] "
2517,,NOUN,de son,NOUN,patron," [NOUN] de son [NOUN] patron"
2518,,NOUN,,ADJ,central de san," [NOUN]  [ADJ] central de san"
2519,,NOUN,à,NOUN,de portugal," [NOUN] à [NOUN] de portugal"
2520,recette officiel de,NOUN,de,NOUN,,"recette officiel de [NOUN] de [NOUN] "
2521,,NOUN,de le,NOUN,portugais," [NOUN] de le [NOUN] portugais"
2522,,PROPN,au Pays,PROPN,Basque," [PROPN] au Pays [PROPN] Basque"
2523,,PROPN,au Pays,PROPN,," [PROPN] au Pays [PROPN] "
2524,grand,NOUN,,ADJ,,"grand [NOUN]  [ADJ] "
2525,purée de,NOUN,de terre,NOUN,de œuf,purée de [NOUN] de terre [NOUN] de œuf
2526,1/3 de,NOUN,de,NOUN,,"1/3 de [NOUN] de [NOUN] "
2527,variante faire de,NOUN,de,NOUN,,"variante faire de [NOUN] de [NOUN] "
2528,appeler patanisca de,NOUN,ou galette de,NOUN,,"appeler patanisca de [NOUN] ou galette de [NOUN] "
2529,,NOUN,,ADJ,de langue officiel," [NOUN]  [ADJ] de langue officiel"
2530,,NOUN,africain de,NOUN,officiel portugais pour," [NOUN] africain de [NOUN] officiel portugais pour"
2531,pays africain de,NOUN,officiel,ADJ,pour,pays africain de [NOUN] officiel [ADJ] pour
2532,,NOUN,,ADJ,brésilien similaire à," [NOUN]  [ADJ] brésilien similaire à"
2533,,NOUN,typique,ADJ,similaire à," [NOUN] typique [ADJ] similaire à"
2534,,NOUN,typique brésilien,ADJ,à," [NOUN] typique brésilien [ADJ] à"
2535,empanada de,PROPN,,ADJ,,"empanada de [PROPN]  [ADJ] "
2536,,NOUN,traditionnel de le,NOUN,tchèqueservi traditionnellement à," [NOUN] traditionnel de le [NOUN] tchèqueservi traditionnellement à"
2537,occasion de,NOUN,de,PROPN,,"occasion de [NOUN] de [PROPN] "
2538,carpe(spécialité traditionnel de,NOUN,de,PROPN,avec,carpe(spécialité traditionnel de [NOUN] de [PROPN] avec
2539,,NOUN,,ADJ,de charcuterie pâtissier," [NOUN]  [ADJ] de charcuterie pâtissier"
2540,plat de,NOUN,,ADJ,complet traditionnel de,plat de [NOUN]  [ADJ] complet traditionnel de
2541,célèbre,NOUN,,ADJ,,"célèbre [NOUN]  [ADJ] "
2542,ouvrage culinaire de,NOUN,,ADJ,,"ouvrage culinaire de [NOUN]  [ADJ] "
2543,,NOUN,de,NOUN,de Europe de," [NOUN] de [NOUN] de Europe de"
2544,cuisine de,NOUN,de,PROPN,de,cuisine de [NOUN] de [PROPN] de
2545,famille de,NOUN,,ADJ,,"famille de [NOUN]  [ADJ] "
2546,,NOUN,,ADJ,emblématique de," [NOUN]  [ADJ] emblématique de"
2547,de assortiment de,NOUN,de,NOUN,,"de assortiment de [NOUN] de [NOUN] "
2548,de,NOUN,,ADJ,de vignoble de,de [NOUN]  [ADJ] de vignoble de
2549,de,NOUN,blanc de,NOUN,de Alsace,de [NOUN] blanc de [NOUN] de Alsace
2550,,ADJ,,ADJ,de," [ADJ]  [ADJ] de"
2551,,ADJ,traditionnel de le,NOUN,juif de shabbat," [ADJ] traditionnel de le [NOUN] juif de shabbat"
2552,feu de,NOUN,,NOUN,au samedi soir,feu de [NOUN]  [NOUN] au samedi soir
2553,feu de,NOUN,soir au,NOUN,soir,feu de [NOUN] soir au [NOUN] soir
2554,vendredi soir au,NOUN,,NOUN,,"vendredi soir au [NOUN]  [NOUN] "
2555,,NOUN,jusque au lendemain,NOUN,," [NOUN] jusque au lendemain [NOUN] "
2556,,NOUN,de,NOUN,alsacien," [NOUN] de [NOUN] alsacien"
2557,chemin de,NOUN,,ADJ,,"chemin de [NOUN]  [ADJ] "
2558,long,NOUN,,ADJ,luthérien,long [NOUN]  [ADJ] luthérien
2559,,NOUN,de pâte à,NOUN,," [NOUN] de pâte à [NOUN] "
2560,de retour de,NOUN,de,NOUN,,"de retour de [NOUN] de [NOUN] "
2561,,NOUN,alsacien,PROPN,Egen," [NOUN] alsacien [PROPN] Egen"
2562,,NOUN,tout le quinze,NOUN,," [NOUN] tout le quinze [NOUN] "
2563,,NOUN,,ADJ,maigre," [NOUN]  [ADJ] maigre"
2564,fois de,NOUN,,ADJ,,"fois de [NOUN]  [ADJ] "
2565,,NOUN,resserrer près de,NOUN,," [NOUN] resserrer près de [NOUN] "
2566,,NOUN,de,NOUN,shinto lors de," [NOUN] de [NOUN] shinto lors de"
2567,,ADJ,,NOUN,de saké," [ADJ]  [NOUN] de saké"
2568,sorte de grand,NOUN,en,NOUN,,"sorte de grand [NOUN] en [NOUN] "
2569,envelopper dans de,NOUN,,ADJ,transparent,envelopper dans de [NOUN]  [ADJ] transparent
2570,autre,NOUN,à,NOUN,y,autre [NOUN] à [NOUN] y
2571,,NOUN,bruxellois de,NOUN,culturel immatériel en," [NOUN] bruxellois de [NOUN] culturel immatériel en"
2572,inventaire bruxellois de,NOUN,,ADJ,immatériel en 2020,inventaire bruxellois de [NOUN]  [ADJ] immatériel en 2020
2573,inventaire bruxellois de,NOUN,culturel,ADJ,en 2020,inventaire bruxellois de [NOUN] culturel [ADJ] en 2020
